1988 Feb-88Aug$-4888.55	1996	$89.15	2004	$95.82	2012	$166.45
1989 Feb$-5819.33	1997	$84.59	2005	$81.72	2013	$182.26
1990 AugFeb$--589490.20	1998	$86.88	2006	$81.44	2014	$187.54
1991 Aug$-5980.28	1999	$86.39	2007	$64.83	2015	$192.57
Feb-91						
1992 Aug$-6911.41	20002	$72.78	2008	$54.28	2016	$180.21
1993 FebAug$-92-9932.25	2001	$91.64	2009	$171.38		
1994 Feb$-7973.38	2002	$96.46	2010	$148.54		
Aug$-931995 Feb-5904.27	2003	$100.62	2011	$129.41		
Aug-94						
