OBJECTID	SHAPE_LATITUDE	SHAPE_LONGITUDE	SHAPE_LOCATION	ZONE	CONTRACTOR	CNTR_DESC	SUBZONE	FREQUENCY	PCKUP_DAY	ROUTE_ID	SHAPE_LENGTH	SHAPE_AREA
155	47.58638049900003	-122.37598476299996	(47.58638049900003, -122.37598476299996)	G1	WASTEMGT	WASTE MANAGEMENT	4	A	WED	3898	37713.92	15652852.22
156	47.719571743000074	-122.34224785599997	(47.719571743000074, -122.34224785599997)	G1	WASTEMGT	WASTE MANAGEMENT	1	B	THU	4811	10517.97	3973858.48
157	47.70867429000003	-122.33937338999999	(47.70867429000003, -122.33937338999999)	G1	WASTEMGT	WASTE MANAGEMENT	1	B	THU	4812	7480.79	2555332.94
158	47.590560165000056	-122.30746511799998	(47.590560165000056, -122.30746511799998)	G1	WASTEMGT	WASTE MANAGEMENT	4	A	THU	4820	5956.23	1939555.55
159	47.67176707600004	-122.40782756699997	(47.67176707600004, -122.40782756699997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2345B	23604.93	11108434.05
160	47.63151604600006	-122.39427533399999	(47.63151604600006, -122.39427533399999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	MON	1341A	12486.69	4911539.55
161	47.653720908000025	-122.32237100299994	(47.653720908000025, -122.32237100299994)	G1	WASTEMGT	WASTE MANAGEMENT	1	B	FRI	5814	7349.65	1774186.07
162	47.67596225400007	-122.37638102299996	(47.67596225400007, -122.37638102299996)	G1	WASTEMGT	WASTE MANAGEMENT	1	A	TUE	2801	6989.68	2336492.86
163	47.676577344000066	-122.398370237	(47.676577344000066, -122.398370237)	G1	WASTEMGT	WASTE MANAGEMENT	1	A	TUE	2804	6176.26	1926050.62
164	47.61726407200007	-122.30613516299996	(47.61726407200007, -122.30613516299996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4344B	11190.60	4478161.09
165	47.64221209100003	-122.32250855299998	(47.64221209100003, -122.32250855299998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3345A	9746.00	3069730.22
166	47.64727314100003	-122.29910605399999	(47.64727314100003, -122.29910605399999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3320A	4009.19	768582.22
167	47.66214266600008	-122.35543125699996	(47.66214266600008, -122.35543125699996)	G1	WASTEMGT	WASTE MANAGEMENT	1	A	MON	1802	6236.80	1400821.66
168	47.65533799600007	-122.31208585599995	(47.65533799600007, -122.31208585599995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1325A	11140.43	3185733.01
169	47.65774158800008	-122.34733142699997	(47.65774158800008, -122.34733142699997)	G1	WASTEMGT	WASTE MANAGEMENT	1	A	MON	1801	5991.44	1665520.31
170	47.65038057900006	-122.35767960099997	(47.65038057900006, -122.35767960099997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2344B	4663.73	1124345.18
171	47.66502102100003	-122.35443683099999	(47.66502102100003, -122.35443683099999)	G1	WASTEMGT	WASTE MANAGEMENT	1	N	COM	COM	11391.78	4955207.43
172	47.52447083900006	-122.29133895899997	(47.52447083900006, -122.29133895899997)	G1	WASTEMGT	WASTE MANAGEMENT	4	N	COM	COM	59630.76	28982792.67
173	47.64768868500005	-122.31540809799998	(47.64768868500005, -122.31540809799998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3344A	6559.62	2397362.24
174	47.59787522900007	-122.30222892199998	(47.59787522900007, -122.30222892199998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5343A	8624.38	2931581.21
175	47.59805947600006	-122.29744918299997	(47.59805947600006, -122.29744918299997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5342A	4493.83	930754.75
176	47.62862006800003	-122.29665548899999	(47.62862006800003, -122.29665548899999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4342A	8395.02	1627824.26
177	47.60025091500006	-122.29257237499996	(47.60025091500006, -122.29257237499996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	FRI	5343B	8563.41	1883354.27
178	47.59051358200003	-122.30214949399999	(47.59051358200003, -122.30214949399999)	G1	WASTEMGT	WASTE MANAGEMENT	4	B	THU	4829	8293.18	2100217.22
179	47.68850061300003	-122.31004089999999	(47.68850061300003, -122.31004089999999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	TUE	2325B	5433.92	883450.03
180	47.69092618900004	-122.29069483699999	(47.69092618900004, -122.29069483699999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	WED	3323A	5374.81	1301338.10
181	47.704677899000046	-122.30228511399997	(47.704677899000046, -122.30228511399997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	THU	4324B	6695.78	1533640.99
182	47.67572243300003	-122.26354490599999	(47.67572243300003, -122.26354490599999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	MON	1321B	5376.27	1399356.05
183	47.63654872800004	-122.31045625799999	(47.63654872800004, -122.31045625799999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3343B	5133.16	1162518.85
184	47.63717010800008	-122.35828164099996	(47.63717010800008, -122.35828164099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2344A	4566.97	957618.48
185	47.73197664400004	-122.29654252699999	(47.73197664400004, -122.29654252699999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	FRI	5321A	6184.78	1655621.12
186	47.69551282600003	-122.27821381199999	(47.69551282600003, -122.27821381199999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	WED	3322B	8031.73	1636403.03
187	47.679412856000056	-122.29742852699997	(47.679412856000056, -122.29742852699997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	TUE	2324B	4485.43	956062.33
188	47.692149907000044	-122.31081124999997	(47.692149907000044, -122.31081124999997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4326A	3935.21	532658.26
189	47.64867041200006	-122.39010585699998	(47.64867041200006, -122.39010585699998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	MON	1344A	5130.58	1088933.75
190	47.70868199800003	-122.30371585499995	(47.70868199800003, -122.30371585499995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	THU	4322B	4897.58	1500610.27
191	47.71958366900003	-122.31768017299999	(47.71958366900003, -122.31768017299999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	THU	4323B	4709.89	1262002.38
192	47.71506175400003	-122.28058917499999	(47.71506175400003, -122.28058917499999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5321B	6943.79	1172915.87
193	47.64022642600003	-122.35824660799994	(47.64022642600003, -122.35824660799994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2346A	4274.26	756861.91
194	47.639596562000065	-122.370302703	(47.639596562000065, -122.370302703)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2341A	4082.14	710033.47
195	47.72655501600008	-122.30148784	(47.72655501600008, -122.30148784)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	FRI	5324A	5823.43	1596067.20
196	47.62309531600005	-122.28650003199999	(47.62309531600005, -122.28650003199999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4342B	5605.61	1042860.35
197	47.642997130000026	-122.34706518599995	(47.642997130000026, -122.34706518599995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2345A	4714.98	920846.99
198	47.60901630500007	-122.30146396099997	(47.60901630500007, -122.30146396099997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5345A	6280.34	1125755.64
199	47.648460888000045	-122.38201044999994	(47.648460888000045, -122.38201044999994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	MON	1345A	4485.72	1012027.25
200	47.60803125900003	-122.30893028999998	(47.60803125900003, -122.30893028999998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5341A	4621.70	1319895.18
201	47.66359155500004	-122.39948510599999	(47.66359155500004, -122.39948510599999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2342B	6010.64	1147066.09
202	47.673984748000066	-122.29025427299996	(47.673984748000066, -122.29025427299996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	TUE	2321A	6021.85	1320819.80
203	47.68895390400007	-122.322980772	(47.68895390400007, -122.322980772)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4322A	6553.20	1860133.25
204	47.70837030700005	-122.29076245399995	(47.70837030700005, -122.29076245399995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	WED	3321A	6554.56	2145974.33
205	47.61893395100003	-122.30255086699998	(47.61893395100003, -122.30255086699998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4341B	5635.49	1087824.66
206	47.668511317000025	-122.28908094299999	(47.668511317000025, -122.28908094299999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	TUE	2324A	4443.85	983866.72
207	47.68678229600005	-122.32632905999998	(47.68678229600005, -122.32632905999998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	TUE	2323B	6472.90	1631242.08
208	47.65045564900004	-122.40575072799999	(47.65045564900004, -122.40575072799999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1346B	5609.63	920009.60
209	47.713978489000056	-122.31249466799994	(47.713978489000056, -122.31249466799994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	THU	4321B	5345.24	1557615.43
210	47.67397014200003	-122.29747920299997	(47.67397014200003, -122.29747920299997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	TUE	2323A	4771.95	896372.15
211	47.67941564300003	-122.29037608499999	(47.67941564300003, -122.29037608499999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	TUE	2322A	5270.68	1166866.13
212	47.610022987000036	-122.30276098899998	(47.610022987000036, -122.30276098899998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5346A	4524.78	790027.13
213	47.69402792300008	-122.32032038499995	(47.69402792300008, -122.32032038499995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4323A	7891.48	2088497.32
214	47.73399167200006	-122.31636487099996	(47.73399167200006, -122.31636487099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	FRI	5322A	8472.92	3157706.51
215	47.66943376900008	-122.31552882799997	(47.66943376900008, -122.31552882799997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1321A	5475.62	1195762.94
216	47.677635019000036	-122.30170694699996	(47.677635019000036, -122.30170694699996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	TUE	2322B	4704.97	872050.03
217	47.64864618000007	-122.39290049899995	(47.64864618000007, -122.39290049899995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	MON	1343A	5978.26	1069772.27
218	47.686674347000064	-122.30086905299999	(47.686674347000064, -122.30086905299999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	TUE	2321B	5732.49	1159686.65
219	47.64847152300007	-122.37488601599995	(47.64847152300007, -122.37488601599995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2343A	7661.29	1349398.38
220	47.64681259900004	-122.40467786399995	(47.64681259900004, -122.40467786399995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1341B	4599.05	945792.71
221	47.63955913800004	-122.39698741199999	(47.63955913800004, -122.39698741199999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1342B	6562.66	1232250.00
222	47.72972151100004	-122.28232631699996	(47.72972151100004, -122.28232631699996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5320B	1379.18	90802.74
223	47.610022987000036	-122.30276098899998	(47.610022987000036, -122.30276098899998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	FRI	5344A	5916.13	1415512.70
224	47.690185272000065	-122.28533687599997	(47.690185272000065, -122.28533687599997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	WED	3322A	7910.22	1315588.58
225	47.71188529400007	-122.28528882199998	(47.71188529400007, -122.28528882199998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5322B	6370.91	1235950.01
226	47.663027174000035	-122.28477360199997	(47.663027174000035, -122.28477360199997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	MON	1323B	9073.31	1595287.23
227	47.63496681700008	-122.34351477299998	(47.63496681700008, -122.34351477299998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3343A	8738.92	2963427.53
228	47.67214780100005	-122.28486339399996	(47.67214780100005, -122.28486339399996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	TUE	2325A	4794.47	1075230.38
229	47.59552683000004	-122.29757099399995	(47.59552683000004, -122.29757099399995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	FRI	5342B	4347.54	837775.71
230	47.63532641900008	-122.30556360099996	(47.63532641900008, -122.30556360099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3345B	5815.12	1114062.95
231	47.62869637000006	-122.29567209999999	(47.62869637000006, -122.29567209999999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4345A	4642.33	930038.22
232	47.714045715000054	-122.32343391599994	(47.714045715000054, -122.32343391599994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	THU	4325B	7289.09	1971287.49
233	47.730135680000046	-122.30114916199994	(47.730135680000046, -122.30114916199994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	FRI	5325A	6158.64	1341884.27
234	47.717373519000034	-122.28335347399997	(47.717373519000034, -122.28335347399997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5325B	5630.97	1026045.97
235	47.69020300900007	-122.29071387399995	(47.69020300900007, -122.29071387399995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	WED	3324A	5948.77	1431506.19
236	47.68372578100008	-122.26988960199998	(47.68372578100008, -122.26988960199998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	WED	3321B	5832.70	1812335.98
237	47.66943376900008	-122.31552882799997	(47.66943376900008, -122.31552882799997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1324A	4743.18	1231569.75
238	47.65665752500007	-122.38746147299997	(47.65665752500007, -122.38746147299997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	MON	1342A	5703.10	1300527.01
239	47.61761525800006	-122.29483735099996	(47.61761525800006, -122.29483735099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4346B	3530.11	542124.08
240	47.62916597700007	-122.29972427799999	(47.62916597700007, -122.29972427799999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4346A	4272.55	344414.48
241	47.643241180000075	-122.35450999899996	(47.643241180000075, -122.35450999899996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2341B	6092.01	1075537.53
242	47.69393090800003	-122.30552016399997	(47.69393090800003, -122.30552016399997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4324A	5679.65	1131782.38
243	47.72641678400004	-122.28643601299996	(47.72641678400004, -122.28643601299996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	FRI	5323A	7519.92	2021749.65
244	47.61289737800007	-122.29036042499996	(47.61289737800007, -122.29036042499996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4343B	5011.80	991139.02
245	47.63630604200006	-122.403725512	(47.63630604200006, -122.403725512)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1345B	6277.47	1077513.22
246	47.71018047700005	-122.29070599399995	(47.71018047700005, -122.29070599399995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	WED	3325A	6003.01	1689031.76
247	47.63400842200008	-122.34834447799994	(47.63400842200008, -122.34834447799994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3342A	3633.70	703384.95
248	47.62865078200008	-122.30355183599994	(47.62865078200008, -122.30355183599994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3341B	4724.20	1049147.09
249	47.730748911000035	-122.28453544899997	(47.730748911000035, -122.28453544899997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5320B	383.286059	0
250	47.608003118000056	-122.29994429599998	(47.608003118000056, -122.29994429599998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	FRI	5345B	6251.95	1017862.76
251	47.68072348100003	-122.27967489299999	(47.68072348100003, -122.27967489299999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	WED	3323B	5541.41	1188598.04
252	47.72972151100004	-122.28232631699996	(47.72972151100004, -122.28232631699996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5324B	9498.38	1803361.33
253	47.620150489000025	-122.29122622799997	(47.620150489000025, -122.29122622799997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	THU	4345B	4382.23	747112.85
254	47.67577414200008	-122.30095518599995	(47.67577414200008, -122.30095518599995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1323A	5979.66	1235656.47
255	47.70401193400005	-122.31777241599997	(47.70401193400005, -122.31777241599997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4321A	4515.01	959111.13
256	47.70468302200004	-122.28241324299995	(47.70468302200004, -122.28241324299995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5323B	5187.64	1140693.86
257	47.69493921600008	-122.32032311899997	(47.69493921600008, -122.32032311899997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	THU	4325A	5147.08	1143185.79
258	47.62652224500005	-122.31626219099996	(47.62652224500005, -122.31626219099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3344B	5049.46	1322742.09
259	47.612916151000036	-122.29141225799998	(47.612916151000036, -122.29141225799998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	FRI	5341B	3855.30	907274.47
260	47.63597555400003	-122.32248465099997	(47.63597555400003, -122.32248465099997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3346B	7093.94	1943016.19
261	47.69005300400005	-122.27851392299999	(47.69005300400005, -122.27851392299999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	WED	3325B	6606.90	1451295.50
262	47.71223495000004	-122.28451714199997	(47.71223495000004, -122.28451714199997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5326B	6701.74	1163999.56
263	47.65554219200004	-122.36598147799998	(47.65554219200004, -122.36598147799998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2346B	7804.81	1718927.50
264	47.65409115700004	-122.40894957199998	(47.65409115700004, -122.40894957199998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1343B	10993.72	2314495.96
265	47.66126482900006	-122.28475466799995	(47.66126482900006, -122.28475466799995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	MON	1325B	6145.63	1696113.53
266	47.643313438000064	-122.31129795999999	(47.643313438000064, -122.31129795999999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	WED	3342B	6446.86	1551742.25
267	47.68842542300007	-122.26249359599996	(47.68842542300007, -122.26249359599996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	S	WED	MAGNUS	8336.83	3647337.45
268	47.664727835000065	-122.26854682999999	(47.664727835000065, -122.26854682999999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	MON	1324B	7359.43	2591694.07
269	47.692335101000026	-122.26757519799997	(47.692335101000026, -122.26757519799997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	WED	3324B	10249.78	2232108.85
270	47.60681699100007	-122.28606188899994	(47.60681699100007, -122.28606188899994)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	FRI	5344B	5777.45	1264315.38
271	47.65046306100004	-122.36483772599996	(47.65046306100004, -122.36483772599996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	TUE	2343B	10942.45	2053014.42
272	47.636264408000045	-122.39304443099996	(47.636264408000045, -122.39304443099996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	B	MON	1344B	4807.87	1300347.36
273	47.63496681700008	-122.34351477299998	(47.63496681700008, -122.34351477299998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3341A	7508.40	1079095.98
274	47.712470746000065	-122.27703766799999	(47.712470746000065, -122.27703766799999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	FRI	5320B	13888.03	808042.29
275	47.65841637200003	-122.28275207499996	(47.65841637200003, -122.28275207499996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	B	MON	1322B	6408.65	1510135.28
276	47.654854810000074	-122.28370286299997	(47.654854810000074, -122.28370286299997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1322A	5705.85	1324949.03
277	47.636936105000075	-122.276165231	(47.636936105000075, -122.276165231)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4341A	5185.45	1583941.44
278	47.52735400600005	-122.31478155799999	(47.52735400600005, -122.31478155799999)	G1	WASTEMGT	WASTE MANAGEMENT	4	B	WED	3831	7343.27	1846018.83
279	47.68679382800008	-122.32635172599998	(47.68679382800008, -122.32635172599998)	G1	WASTEMGT	WASTE MANAGEMENT	1	A	FRI	5803	6219.64	1341744.10
280	47.61864936400008	-122.36237716299996	(47.61864936400008, -122.36237716299996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	N	COM	COM	12001.88	6878426.86
281	47.647845827000026	-122.28554417999999	(47.647845827000026, -122.28554417999999)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4344A	13007.43	4402261.39
282	47.633229766000056	-122.27575491699997	(47.633229766000056, -122.27575491699997)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	THU	4343A	10086.01	2158869.12
283	47.63232416400007	-122.36175037299995	(47.63232416400007, -122.36175037299995)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	TUE	2342A	10395.30	4252122.78
284	47.60173103500006	-122.34174968999997	(47.60173103500006, -122.34174968999997)	G1	WASTEMGT	WASTE MANAGEMENT	4	A	FRI	5897	7586.35	3658429.63
285	47.63226403500005	-122.33432722699996	(47.63226403500005, -122.33432722699996)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	3	A	WED	3346A	16568.86	7614787.15
286	47.523333998000055	-122.25848498099998	(47.523333998000055, -122.25848498099998)	G1	WASTEMGT	WASTE MANAGEMENT	4	B	FRI	5835	15079.29	3176027.19
287	47.52735400600005	-122.31478155799999	(47.52735400600005, -122.31478155799999)	G1	WASTEMGT	WASTE MANAGEMENT	4	B	WED	3832	4284.61	798077.70
288	47.66216085500008	-122.29362148299998	(47.66216085500008, -122.29362148299998)	G2	RECOLOGY	RECOLOGY CLEANSCAPES	2	A	MON	1326A	19111.42	7672565.20
